Participant,Reu,GreenX,GreenZ,YellowX,YellowY,RedX,RedZ,MarkerAngle,UserX,UserZ,ErrorX,ErrorY,ErrorMag,MarkerTime,TrialTime,Landmark,AngleError,Interface
0,Y,0.0,-2.1,0.0,-0.5,0.9,-1.3,135,-1.1,-2.3,-1.1,-0.2,1.11803398874989,2.5861,12.3416,L,15.0684881594922,1
0,Y,1.2,-1.8,-0.1,-0.5,-1.2,-1.6,-90,1.3,-1.0,0.1,0.8,0.806225774829855,3.55670000000001,14.6234,L,-18.259374971522,1
0,Y,0.0,-2.1,0.0,-0.6,1.3,-0.1,67.5,-0.1,-1.7,-0.1,0.4,0.412310562561766,2.35410000000002,9.36520000000002,L,8.16205760991301,1
0,Y,1.2,-1.8,0.0,-0.6,0.0,0.7,45,0.2,-1.7,-1,0.1,1.00498756211209,2.86689999999999,8.78909999999999,L,20.8773641335791,1
0,Y,-1.2,-1.8,0.1,-0.5,0.5,0.6,-22.5,-0.4,-1.9,0.8,-0.0999999999999999,0.806225774829855,3.85399999999998,11.0873,L,-15.5123370851083,1
0,Y,0.0,2.1,0.0,0.6,1.1,1.1,-112.5,0.9,3.2,0.9,1.1,1.42126704035519,7.51650000000001,14.4387,L,42.2859789629007,1
0,Y,-1.5,0.0,0.0,0.0,0.0,-1.2,90,-1.9,-0.1,-0.4,-0.1,0.412310562561766,1.91094,10.91094,N,-8.59122543222763,1
0,Y,0.0,2.1,0.0,0.3,-1.4,-0.3,67.5,-0.6,2.0,-0.6,-0.1,0.608276253029822,2.49135,9.3358,N,-11.0774291377186,1
0,Y,-1.2,1.8,-0.1,0.8,1.3,1.3,-65.5,-1.0,1.7,0.2,-0.1,0.223606797749979,4.31649,10.30538,N,-1.44412553093531,1
0,Y,0.0,2.1,0.0,0.5,1.0,1.4,-135,-0.5,1.6,-0.5,-0.5,0.707106781186548,2.06832999999999,12.32389,N,-27.3973768299672,1
0,Y,0.0,-2.1,0.0,-0.5,1.1,-0.9,112.5,-1.1,-1.5,-1.1,0.6,1.25299640861417,2.22002999999999,7.42004,N,32.2344342189414,1
0,Y,0.0,2.1,0.0,0.5,0.5,-0.7,-22.5,-0.3,1.7,-0.3,-0.4,0.5,5.00667999999999,11.0178,N,-8.3102771675242,1
0,Y,-1.2,-1.8,0.1,-0.5,-1.2,0.0,-112.5,-2.3,-2.2,-1.1,-0.4,1.17046999107196,2.8613,10.60577,N,26.565051177078,1
0,Y,1.2,1.8,0.0,0.6,0.0,2.2,135,1.4,0.6,0.2,-1.2,1.21655250605964,2.11550000000001,9.1378,N,30.3791260113683,1
0,Y,-1.5,0.0,0.2,0.0,1.0,0.9,-45,-1.4,1.2,0.1,1.2,1.20415945787923,2.3493,7.72710000000001,N,26.9238927034267,1
0,Y,0.0,-2.1,0.0,-0.6,0.5,0.5,22.5,0.0,-1.7,0,0.4,0.4,5.99239999999998,10.9368,N,1.91873901062775,1
0,Y,-1.2,-1.8,0.1,-0.5,1.4,-0.5,45,-1.1,-1.8,0.0999999999999999,0,0.0999999999999999,3.55710000000002,16.7238,N,-0.909380449198915,1
0,Y,-1.5,0.0,0.2,0.0,0.2,1.2,-90,-2.7,-2.0,-1.2,-2,2.33238075793812,2.51579999999998,8.96029999999999,N,-12.5979637160185,1
0,Y,-1.2,-1.8,0.1,-0.5,0.1,1.0,-45,-2.5,-0.3,-1.3,1.5,1.98494332412792,2.01464,18.870193,L,38.5301800148268,2
0,Y,0.0,2.1,0.0,0.6,-1.2,0.6,90,-0.9,3.2,-0.9,1.1,1.42126704035519,2.95238,21.85238,L,-32.0778635989121,2
0,Y,-1.2,1.8,0.0,0.6,-1.6,0.6,135,-1.4,2.6,-0.2,0.8,0.824621125123532,1.34950000000001,13.33839,L,-12.7243556854223,2
0,Y,1.5,0.0,0.0,0.0,1.0,-1.0,-135,0.0,0.5,-1.5,0.5,1.58113883008419,2.62966999999999,11.55189,L,-60.2551187030578,2
0,Y,0.0,-2.1,0.0,-0.6,-1.4,0.0,-65.5,0.3,-3.0,0.3,-0.9,0.948683298050514,4.1523,20.2746,L,4.15128526642182,2
0,Y,0.0,2.1,0.0,0.6,-1.3,0.1,67.5,-0.4,2.8,-0.4,0.7,0.806225774829855,5.21109999999999,18.2445,L,-14.5889187328746,2
0,Y,1.2,-1.8,0.0,-0.6,-0.5,-2.1,-112.5,-1.0,0.2,-2.2,2,2.9732137494637,2.60210000000001,28.291,L,-92.2567939264511,2
0,Y,0.0,2.1,0.0,0.3,-0.9,-0.6,45,-0.4,1.5,-0.4,-0.6,0.721110255092798,0.506900000000002,21.3403,L,-5.04245106917088,2
0,Y,-1.5,0.0,0.0,0.0,0.0,1.4,-90,-2.5,0.3,-1,0.3,1.04403065089106,2.58369999999999,17.5281,L,19.2755714962513,2
0,Y,1.5,0.0,-0.3,0.0,0.3,1.4,112.5,0.3,-0.2,-1.2,-0.2,1.21655250605964,7.99449999999999,17.5722,L,40.6012946450045,2
0,Y,-1.2,1.8,-0.1,0.8,0.3,-0.4,22.5,-0.4,2.1,0.8,0.3,0.854400374531753,1.71410000000003,13.4364,L,18.6446305200002,2
0,Y,1.2,-1.8,0.1,-0.8,-1.3,-0.2,-22.5,1.5,-0.8,0.3,1,1.04403065089106,1.17989999999998,16.9798,L,-20.5244859941807,2
0,Y,-1.2,1.8,0.0,0.6,1.5,0.6,-45,1.4,3.1,2.6,1.3,2.90688837074973,2.31094,19.78872,N,63.7469009827833,2
0,Y,0.0,2.1,0.0,0.3,0.5,-0.8,-22.5,1.3,1.9,1.3,-0.2,1.31529464379659,1.45227999999999,24.93006,N,26.2867684135623,2
0,Y,1.5,0.0,0.0,0.0,0.0,-1.2,-90,2.6,0.2,1.1,0.2,1.11803398874989,1.50543999999999,17.07211,N,10.3590524880837,2
0,Y,1.2,-1.8,-0.1,-0.5,-0.1,-2.1,-135,2.5,-1.4,1.3,0.4,1.36014705087354,1.44629999999999,13.12412,N,-2.07387136757584,2
0,Y,-1.2,1.8,-0.1,0.8,0.4,-0.7,22.5,-2.6,0.3,-1.4,-1.5,2.05182845286832,1.8305,14.1305,N,-38.9458081058852,2
0,Y,1.2,-1.8,-0.1,-0.5,1.0,0.5,90,3.4,0.1,2.2,1.9,2.90688837074973,2.6234,16.09,N,-75.5679370638641,2
0,Y,0.0,-2.1,0.0,-0.6,1.3,-0.1,67.5,1.4,-2.4,1.4,-0.3,1.43178210632764,2.41920000000002,20.1414,N,-35.5134204777958,2
0,Y,1.2,1.8,0.0,0.6,-1.2,0.6,45,-0.1,3.0,-1.3,1.2,1.76918060129541,2.74599999999998,10.7794,N,-38.8113840367584,2
0,Y,-1.2,-1.8,0.1,-0.5,-0.4,0.6,-65.5,-2.5,-1.8,-1.3,0,1.3,2.94720000000001,14.025,N,22.7509763427876,2
0,Y,-1.5,0.0,0.0,0.0,-0.5,-1.3,112.5,-2.2,-0.2,-0.7,-0.2,0.728010988928052,2.0857,7.43010000000001,N,-19.5261650481846,2
0,Y,0.0,2.1,0.0,0.3,1.1,0.8,-112.5,0.3,2.6,0.3,0.5,0.58309518948453,2.20350000000002,9.92570000000001,N,16.2738693346956,2
0,Y,-1.2,1.8,0.0,0.6,-1.4,0.6,135,-1.7,2.4,-0.5,0.6,0.781024967590665,1.24259999999998,12.2426,N,-18.9246444160512,2
10,Y,0.0,2.1,0.0,0.5,1.1,0.9,-112.5,-2.8,-1.2,-2.8,-3.3,4.32781700167648,9.27391,20.81836,L,-75.7903086880055,0
10,Y,1.2,1.8,-0.1,0.5,-0.7,1.9,112.5,8.2,1.0,7,-0.8,7.04556598152341,7.71718,21.22829,L,2.76153839847996,0
10,Y,1.5,0.0,-0.3,0.0,-0.3,1.2,90,2.8,-3.1,1.3,-3.1,3.36154726279432,5.20281999999999,13.39171,L,20.5209590148369,0
10,Y,1.2,-1.8,0.1,-0.8,0.1,-2.3,-135,7.1,-3.5,5.9,-1.7,6.1400325732035,2.625,20.6353,L,34.1715333318181,0
10,Y,0.0,2.1,0.0,0.3,-0.6,-1.1,22.5,1.9,0.9,1.9,-1.2,2.24722050542442,23.4233,38.4455,L,40.7205364697548,0
10,Y,1.2,1.8,-0.1,0.5,-1.5,1.1,67.5,3.6,5.6,2.4,3.8,4.49444101084885,2.47230000000002,14.1057,L,-26.8892105444625,0
10,Y,0.0,-2.1,0.0,-0.5,-1.5,-0.5,-90,1.9,-2.5,1.9,-0.4,1.94164878389476,15.0804,22.9359,L,-16.3820653465347,0
10,Y,1.2,1.8,0.1,0.8,-0.4,-0.7,-22.5,11.4,12.1,10.2,10.3,14.4958614783669,4.6524,13.1524,L,10.0529418397661,0
10,Y,1.5,0.0,0.0,0.0,-1.0,1.0,45,7.2,5.8,5.7,5.8,8.13203541556479,3.2396,17.7062,L,-52.1446583705914,0
10,Y,-1.2,-1.8,-0.1,-0.8,-0.6,0.5,-65.5,-1.9,-7.9,-0.7,-6.1,6.1400325732035,3.5729,10.4618,L,-5.82346327864045,0
10,Y,1.5,0.0,-0.2,0.0,0.8,1.0,135,2.4,-2.8,0.9,-2.8,2.94108823397055,5.9049,18.616,L,12.1583660206411,0
10,Y,-1.5,0.0,0.0,0.0,1.1,1.1,-45,-7.7,-5.0,-6.2,-5,7.96492310069595,3.23630000000003,10.8808,L,-11.7968958419312,0
10,Y,0.0,-2.1,0.0,-0.5,0.5,0.8,22.5,0.5,-12.0,0.5,-9.9,9.91261822123701,7.58737,17.78737,N,-9.78240703180732,0
10,Y,-1.5,0.0,0.2,0.0,0.2,-1.5,90,-3.1,3.7,-1.6,3.7,4.03112887414927,10.22449,24.16893,N,16.176494201078,0
10,Y,1.5,0.0,-0.2,0.0,-0.7,-1.1,-65.5,3.4,1.7,1.9,1.7,2.54950975679639,18.05315,25.95315,N,-7.7651660184254,0
10,Y,-1.2,1.8,0.1,0.5,0.1,2.1,-135,-3.4,0.5,-2.2,-1.3,2.55538646783613,5.09980000000002,18.1998,N,-11.5725545286848,0
10,Y,0.0,2.1,0.0,0.5,-0.9,1.3,135,0.5,2.9,0.5,0.8,0.94339811320566,2.24609999999998,20.6017,N,-7.1805354977201,0
10,Y,-1.2,1.8,0.1,0.5,-0.4,-0.6,67.5,-1.2,3.1,0,1.3,1.3,7.58529999999999,17.8409,N,6.23448009554118,0
10,Y,-1.2,-1.8,0.0,-0.6,0.4,0.5,-22.5,-2.3,-3.5,-1.1,-1.7,2.02484567313166,5.19879999999998,15.0099,N,-0.805139167130197,0
10,Y,-1.5,0.0,0.2,0.0,-0.4,-1.3,112.5,-3.5,1.5,-2,1.5,2.5,2.9562,13.9117,N,-7.67447951689397,0
10,Y,-1.2,1.8,0.1,0.5,1.0,1.5,-90,-2.8,3.4,-1.6,1.6,2.26274169979695,2.66309999999999,11.8964,N,18.7998851586527,0
10,Y,0.0,-2.1,0.0,-0.6,-1.0,0.4,-45,0.5,-3.2,0.5,-1.1,1.20830459735946,3.49669999999998,11.6633,N,-0.818455461688125,0
10,Y,0.0,2.1,0.0,0.6,-1.1,-0.5,45,0.5,2.9,0.5,0.8,0.94339811320566,7.11289999999997,16.7574,N,2.26902320788549,0
10,Y,0.0,-2.1,0.0,-0.6,-1.4,-1.2,-112.5,1.6,-3.9,1.6,-1.8,2.40831891575846,2.88229999999999,12.1823,N,9.25198622370907,0
10,Y,1.5,0.0,-0.2,0.0,0.3,1.1,112.5,9.4,0.9,7.9,0.9,7.95110055275369,5.94139,19.74487,L,-41.2514018708256,1
10,Y,-1.2,1.8,-0.1,0.8,-1.4,0.8,135,5.8,-0.9,7,-2.7,7.50266619276108,7.42849,18.06183,L,91.974934010882,1
10,Y,0.0,2.1,0.0,0.6,1.3,1.1,-112.5,0.0,7.4,0,5.3,5.3,4.33781999999999,12.68227,L,40.7721153176495,1
10,Y,1.2,1.8,-0.1,0.5,1.5,0.5,-135,2.9,3.5,1.7,1.7,2.40416305603426,3.31926,12.05259,L,38.0115102700165,1
10,Y,1.2,-1.8,0.1,-0.8,-1.2,-0.8,-45,2.1,-3.1,0.9,-1.3,1.58113883008419,4.2698,10.3698,L,12.2554633965618,1
10,Y,-1.5,0.0,0.0,0.0,1.3,-0.5,22.5,-4.9,2.6,-3.4,2.6,4.28018691180654,9.2953,16.4509,L,16.4403795216802,1
10,Y,1.2,1.8,0.1,0.8,-1.1,1.3,67.5,2.7,6.0,1.5,4.2,4.45982062419555,2.8683,14.4016,L,-38.7793184343487,1
10,Y,0.0,-2.1,0.0,-0.3,-1.2,-0.3,-90,-1.4,-9.8,-1.4,-7.7,7.82623792124927,5.59790000000001,15.009,L,34.8961163051997,1
10,Y,-1.2,1.8,0.0,0.6,0.0,-0.6,45,-1.4,9.0,-0.2,7.2,7.20277724214764,7.50530000000001,15.8386,L,18.2679062072411,1
10,Y,0.0,2.1,0.0,0.5,1.1,-0.1,-65.5,0.1,7.5,0.1,5.4,5.40092584655631,3.61519999999999,12.2263,L,19.0691935373481,1
10,Y,-1.2,-1.8,0.1,-0.5,0.6,0.7,-22.5,-3.7,-3.1,-2.5,-1.3,2.81780056072107,3.52010000000001,7.7313,L,12.7784073294541,1
10,Y,1.5,0.0,0.0,0.0,0.0,1.2,90,2.2,-0.2,0.7,-0.2,0.728010988928052,5.89960000000002,16.2996,L,-6.18861596324157,1
10,Y,-1.5,0.0,0.2,0.0,-0.3,1.1,-112.5,-2.3,1.3,-0.8,1.3,1.52643375224737,5.69977,19.41088,N,48.2210402155005,1
10,Y,-1.2,1.8,0.1,0.5,-0.5,-0.7,67.5,-3.3,0.2,-2.1,-1.6,2.64007575648882,5.34669,17.41336,N,-56.5388646282685,1
10,Y,-1.2,-1.8,0.0,-0.6,0.9,-1.6,90,1.1,-0.3,2.3,1.5,2.7459060435492,18.8515,29.54039,N,104.186494293561,1
10,Y,1.5,0.0,0.0,0.0,0.9,-0.9,-135,2.1,-0.6,0.6,-0.6,0.848528137423857,2.78620000000001,12.3973,N,42.2736890060937,1
10,Y,0.0,-2.1,0.0,-0.3,1.1,-1.4,135,0.4,0.6,0.4,2.7,2.72946881279124,7.81829999999999,20.4183,N,103.18114607166,1
10,Y,1.2,-1.8,-0.1,-0.5,-1.5,-1.1,-65.5,0.5,-2.9,-0.7,-1.1,1.30384048104053,6.33750000000001,24.4264,N,27.4527574152765,1
10,Y,0.0,-2.1,0.0,-0.6,-1.0,0.4,-45,-0.3,-1.4,-0.3,0.7,0.761577310586391,5.32689999999999,11.5824,N,0.550903979216885,1
10,Y,1.2,-1.8,0.0,-0.6,-0.4,0.5,22.5,0.8,-1.5,-0.4,0.3,0.5,6.04610000000002,16.5128,N,3.86073262488343,1
10,Y,1.5,0.0,-0.2,0.0,0.4,1.3,112.5,2.0,-0.6,0.5,-0.6,0.781024967590665,4.55610000000001,14.1561,N,0.135450763059723,1
10,Y,-1.5,0.0,0.3,0.0,1.7,0.6,-22.5,0.6,2.0,2.1,2,2.9,6.21210000000002,13.2232,N,62.4624286887861,1
10,Y,1.2,1.8,0.0,0.6,1.0,-0.3,-90,0.8,-1.1,-0.4,-2.9,2.92745623366089,4.65770000000003,12.2799,N,-171.404088563079,1
10,Y,-1.2,1.8,0.0,0.6,0.0,-0.9,45,-0.7,1.5,0.5,-0.3,0.58309518948453,6.24770000000001,14.1699,N,7.70228426626622,1
10,Y,-1.2,1.8,0.1,0.5,0.7,-0.9,22.5,-6.5,3.9,-5.3,2.1,5.70087712549569,9.89638,37.2002,L,-21.1757394171045,2
10,Y,-1.2,-1.8,-0.1,-0.8,1.2,-0.8,45,-9.1,7.7,-7.9,9.5,12.3555655475579,17.9123,50.21229,L,62.1507699779285,2
10,Y,1.2,-1.8,-0.1,-0.5,-1.5,0.0,-22.5,1.4,-3.0,0.2,-1.2,1.21655250605964,6.18809999999999,19.187,L,12.2809544050994,2
10,Y,-1.2,1.8,0.1,0.5,0.1,1.9,-135,5.9,-1.6,7.1,-3.4,7.87210264160726,18.6566,42.1899,L,-144.492485816459,2
10,Y,1.2,1.8,0.1,0.8,0.1,2.3,135,6.7,11.0,5.5,9.2,10.7186752912848,3.45160000000001,10.5446,L,-77.2592483271834,2
10,Y,-1.2,-1.8,0.1,-0.5,-0.9,0.4,-90,-8.0,-9.7,-6.8,-7.9,10.4235310715707,5.11580000000001,10.7539,L,27.3409133118393,2
10,Y,0.0,2.1,0.0,0.3,1.3,0.8,-112.5,-0.1,-5.8,-0.1,-7.9,7.90063288604147,2.43180000000001,22.3318,L,-123.023867555797,2
10,Y,-1.5,0.0,0.0,0.0,0.0,-1.2,90,-1.3,0.4,0.2,0.4,0.447213595499958,4.08670000000001,27.6089,L,12.2463328596804,2
10,Y,-1.2,-1.8,0.1,-0.5,0.7,-1.9,112.5,-4.1,-11.5,-2.9,-9.7,10.1242283656583,4.8691,14.4247,L,-66.4477363271053,2
10,Y,0.0,-2.1,0.0,-0.5,-1.0,0.5,-45,1.3,-3.2,1.3,-1.1,1.70293863659264,4.1121,12.3121,L,-10.8284666681819,2
10,Y,1.2,-1.8,0.1,-0.8,0.7,0.7,67.5,-1.1,-5.2,-2.3,-3.4,4.10487515035476,13.0269,29.538,L,28.2760805825564,2
10,Y,1.5,0.0,-0.2,0.0,-0.7,-1.2,-65.5,-16.9,-24.5,-18.4,-24.5,30.6400065274144,7.86320000000001,30.7702,L,153.420536603502,2
10,Y,1.2,-1.8,0.0,-0.6,-1.4,-0.1,-22.5,-2.4,-1.9,-3.6,-0.0999999999999999,3.60138862107382,5.68517,24.12022,N,85.8760924396844,2
10,Y,-1.2,1.8,0.0,0.6,-1.2,0.2,112.5,0.7,1.9,1.9,0.0999999999999999,1.90262975904404,9.67290000000001,48.38588,N,48.1798301198642,2
10,Y,1.2,-1.8,-0.1,-0.5,0.5,0.7,67.5,-0.4,5.1,-1.6,6.9,7.08307842678591,9.1703,18.5339,N,-175.917884337009,2
10,Y,1.5,0.0,-0.2,0.0,-0.2,-1.5,-90,1.5,-2.1,0,-2.1,2.1,8.4778,24.1287,N,60.8637004531788,2
10,Y,-1.2,-1.8,-0.1,-0.8,-0.1,0.8,-45,1.1,2.9,2.3,4.7,5.23259018078045,11.516,40.7612,N,-173.187219140647,2
10,Y,1.2,1.8,0.0,0.6,-1.3,0.6,45,-1.7,1.3,-2.9,-0.5,2.94278779391243,0.645399999999995,31.9898,N,-94.1038754726369,2
10,Y,0.0,-2.1,0.0,-0.6,1.1,-1.7,135,0.5,-1.6,0.5,0.5,0.707106781186548,4.87880000000001,22.8232,N,29.4454287299256,2
10,Y,-1.2,1.8,0.1,0.5,1.2,1.0,-65.5,0.4,1.3,1.6,-0.5,1.67630546142402,11.8175,44.0937,N,2.12109639666175,2
10,Y,0.0,-2.1,0.0,-0.5,0.5,0.7,22.5,3.0,1.4,3,3.5,4.60977222864644,4.57999999999998,13.0318,N,-115.766918112607,2
10,Y,1.2,1.8,0.1,0.8,-0.7,1.6,90,0.6,-0.3,-0.6,-2.1,2.18403296678416,6.42169999999999,23.1106,N,61.6286612336497,2
11,N,-1.5,0.0,0.2,0.0,-0.3,1.1,-112.5,-2.1,-0.5,-0.6,-0.5,0.781024967590666,2.26885,10.15774,L,0.876907741430876,0
11,N,1.5,0.0,-0.3,0.0,0.2,1.1,112.5,2.0,0.2,0.5,0.2,0.53851648071345,2.81955000000001,10.63066,L,-13.6713071321959,0
11,N,-1.2,1.8,0.1,0.5,0.9,1.4,-90,-1.8,2.0,-0.6,0.2,0.632455532033676,2.91468,11.37023,L,1.74450984158894,0
11,N,0.0,-2.1,0.0,-0.5,-0.9,-1.3,-135,0.7,-2.6,0.7,-0.5,0.860232526704263,1.74319,9.00986,L,-2.53968045034047,0
11,N,-1.2,1.8,0.0,0.6,-1.0,-0.3,90,-1.1,2.8,0.0999999999999999,1,1.00498756211209,2.0964,8.31863,L,3.59272176501075,0
11,N,-1.5,0.0,0.3,0.0,1.3,-1.0,45,-1.7,0.4,-0.2,0.4,0.447213595499958,1.7538,9.2538,L,5.36306942004685,0
11,N,-1.2,-1.8,0.0,-0.6,0.5,0.6,-22.5,-1.5,-1.8,-0.3,0,0.3,2.28670000000001,8.10890000000002,L,4.49435765263195,0
11,N,1.5,0.0,0.0,0.0,-0.9,-0.9,-45,1.8,-0.1,0.3,-0.1,0.316227766016838,4.0574,9.9796,L,4.05168383782845,0
11,N,0.0,-2.1,0.0,-0.5,-1.1,0.1,-65.5,0.1,-2.6,0.1,-0.5,0.509901951359279,2.03049999999999,8.3527,L,2.60256220249966,0
11,N,0.0,2.1,0.0,0.6,-1.1,0.1,67.5,0.4,2.6,0.4,0.5,0.640312423743285,2.31950000000001,7.8306,L,2.15296278910033,0
11,N,1.5,0.0,-0.3,0.0,-1.4,0.5,22.5,1.6,-0.3,0.1,-0.3,0.316227766016838,5.77099999999999,23.7821,L,5.14901014633033,0
11,N,-1.2,1.8,0.1,0.5,-1.3,0.5,135,-1.2,2.0,0,0.2,0.2,3.8837,10.6504,L,-0.584630520704749,0
11,N,1.2,1.8,-0.1,0.5,-0.1,2.1,135,2.2,1.9,1,0.0999999999999999,1.00498756211209,0.962070000000001,8.373185,N,-8.02487606380615,0
11,N,0.0,2.1,0.0,0.3,-1.1,0.8,112.5,0.3,2.5,0.3,0.4,0.5,0.379850000000001,11.24026,N,-0.763898460930372,0
11,N,1.5,0.0,0.0,0.0,0.0,1.5,90,1.9,-0.9,0.4,-0.9,0.98488578017961,1.78002,10.00224,N,6.63251461513848,0
11,N,0.0,-2.1,0.0,-0.3,-1.0,-1.3,-135,0.2,-2.8,0.2,-0.7,0.728010988928051,1.84178,8.60845,N,12.6803834918198,0
11,N,1.2,1.8,0.1,0.8,0.1,-0.5,-45,1.8,2.0,0.6,0.2,0.632455532033676,1.70107,6.48996,N,8.65573696061363,0
11,N,1.5,0.0,-0.2,0.0,0.4,-1.3,-112.5,1.9,0.5,0.4,0.5,0.640312423743285,1.45789000000001,6.84678,N,-0.430787217009253,0
11,N,-1.5,0.0,0.3,0.0,1.3,-1.0,45,-1.2,0.6,0.3,0.6,0.670820393249937,2.58488,7.97376,N,12.9654190131396,0
11,N,1.2,1.8,-0.1,0.5,0.5,-0.9,-65.5,0.9,1.7,-0.3,-0.1,0.316227766016838,2.19030000000001,8.2903,N,-5.78829281798486,0
11,N,0.0,-2.1,0.0,-0.5,-1.4,-0.5,-90,0.1,-2.6,0.1,-0.5,0.509901951359279,2.7696,11.4918,N,5.64824737373532,0
11,N,-1.2,-1.8,-0.1,-0.8,1.1,-1.3,67.5,-1.0,-1.8,0.2,0,0.2,1.82079999999999,7.89859999999999,N,-1.12772402585847,0
11,N,1.5,0.0,-0.2,0.0,-1.6,0.6,22.5,1.3,-0.1,-0.2,-0.1,0.223606797749979,1.87300000000002,8.58410000000001,N,2.61637174176316,0
